COD_ID;COD_PUERTO;PUERTO;LOCODE;FECHA_MUE;COD_BARCO;BARCO;ESTRATO_RIM;COD_TIPO_MUE;TIPO_MUE;COD_ESP_MUE;ESP_MUE;COD_CATEGORIA;CATEGORIA;COD_ESP_CAT;ESP_CAT;SEXO;TIPO_ERROR
201803643;0925;Burela;ESBRL;03-04-18;202613;PIFE;JURELERA_CN;4;MT2B (Biometrico a bordo);10864;Rajidae;0999;Sin Categoría;10092;Leucoraja naevus;U;ERROR: especie que deberÃ­a ser sexada
201800469;0925;Burela;ESBRL;06-02-18;202613;PIFE;BACA_CN;2;MT2A (Biometrico puerto);10864;Rajidae;0906;Raya santiaguesa;10092;Leucoraja naevus;U;ERROR: especie que deberÃ­a ser sexada
201803670;1418;Avilés;ESAVS;20-06-18;200817;HERMANOS SAN SALVADOR;BACA_CN;4;MT2B (Biometrico a bordo);10864;Rajidae;1499;Sin Categoría;10092;Leucoraja naevus;U;ERROR: especie que deberÃ­a ser sexada
201803610;0409;Santoña;ESSNN;24-10-18;201761;ISABEL Y JUANITO;RASCO_CN;4;MT2B (Biometrico a bordo);10864;Rajidae;0499;Sin Categoría;10092;Leucoraja naevus;U;ERROR: especie que deberÃ­a ser sexada
201803561;9998;Castletown Bere;IECTB;04-05-18;202821;PUENTEAREAS UNO;RAPANTER_AC;4;MT2B (Biometrico a bordo);10864;Rajidae;9999;Sin Categoría;10092;Leucoraja naevus;U;ERROR: especie que deberÃ­a ser sexada
201803563;0922;Vigo;ESVGO;15-07-18;200663;HERBADI DOS;RAPANTER_AC;4;MT2B (Biometrico a bordo);10864;Rajidae;0999;Sin Categoría;10092;Leucoraja naevus;U;ERROR: especie que deberÃ­a ser sexada
201800644;0925;Burela;ESBRL;14-03-18;202329;PRAIA DA MAROSA;JURELERA_CN;2;MT2A (Biometrico puerto);10864;Rajidae;0903;Raya;10092;Leucoraja naevus;U;ERROR: especie que deberÃ­a ser sexada
201803614;0921;Marín;ESMPG;29-11-18;200597;LOREMAR;BACA_CN;4;MT2B (Biometrico a bordo);10864;Rajidae;0999;Sin Categoría;10092;Leucoraja naevus;U;ERROR: especie que deberÃ­a ser sexada
201803696;0405;San Vicente de la Barquera;ESSVB;17-09-18;016631;SIEMPRE ESMERALDA;RASCO_CN;4;MT2B (Biometrico a bordo);10864;Rajidae;0499;Sin Categoría;10092;Leucoraja naevus;U;ERROR: especie que deberÃ­a ser sexada
201803662;0409;Santoña;ESSNN;18-05-18;201761;ISABEL Y JUANITO;RASCO_CN;4;MT2B (Biometrico a bordo);10864;Rajidae;0499;Sin Categoría;10092;Leucoraja naevus;U;ERROR: especie que deberÃ­a ser sexada
201803671;1418;Avilés;ESAVS;22-06-18;200817;HERMANOS SAN SALVADOR;BACA_CN;4;MT2B (Biometrico a bordo);10864;Rajidae;1499;Sin Categoría;10094;Raja brachyura;U;ERROR: especie que deberÃ­a ser sexada
201803643;0925;Burela;ESBRL;03-04-18;202613;PIFE;JURELERA_CN;4;MT2B (Biometrico a bordo);10864;Rajidae;0999;Sin Categoría;10094;Raja brachyura;U;ERROR: especie que deberÃ­a ser sexada
201803670;1418;Avilés;ESAVS;20-06-18;200817;HERMANOS SAN SALVADOR;BACA_CN;4;MT2B (Biometrico a bordo);10864;Rajidae;1499;Sin Categoría;10094;Raja brachyura;U;ERROR: especie que deberÃ­a ser sexada
201803634;0907;A Coruña;ESLCG;14-03-18;015705;COSTA DA BARCA;JURELERA_CN;4;MT2B (Biometrico a bordo);10864;Rajidae;0999;Sin Categoría;10094;Raja brachyura;U;ERROR: especie que deberÃ­a ser sexada
201803648;1418;Avilés;ESAVS;12-04-18;208086;ELEUTERIO JOSE BALAYO;JURELERA_CN;4;MT2B (Biometrico a bordo);10864;Rajidae;1499;Sin Categoría;10094;Raja brachyura;U;ERROR: especie que deberÃ­a ser sexada
201803633;0907;A Coruña;ESLCG;13-03-18;015705;COSTA DA BARCA;BACA_CN;4;MT2B (Biometrico a bordo);10864;Rajidae;0999;Sin Categoría;10094;Raja brachyura;U;ERROR: especie que deberÃ­a ser sexada
201803702;0116;Sanlúcar de Barrameda;ESSBA;06-02-18;202535;DULCE PAOLA PRIMERO;BACA_GC;4;MT2B (Biometrico a bordo);10864;Rajidae;0199;Sin Categoría;10095;Raja undulata;U;ERROR: especie que deberÃ­a ser sexada
201803627;0926;Cillero;ESCIO;31-01-18;202726;PINO LADRA;BACA_CN;4;MT2B (Biometrico a bordo);10864;Rajidae;0999;Sin Categoría;10095;Raja undulata;U;ERROR: especie que deberÃ­a ser sexada
201803713;0116;Sanlúcar de Barrameda;ESSBA;28-03-18;207975;MARTIN ESTEVEZ;BACA_GC;4;MT2B (Biometrico a bordo);10864;Rajidae;0199;Sin Categoría;10095;Raja undulata;U;ERROR: especie que deberÃ­a ser sexada
201803710;0110;Isla Cristina;ESZGA;14-03-18;208190;JAIRO Y MIRIAM;BACA_GC;4;MT2B (Biometrico a bordo);10864;Rajidae;0199;Sin Categoría;10095;Raja undulata;U;ERROR: especie que deberÃ­a ser sexada
201803720;0110;Isla Cristina;ESZGA;27-04-18;008998;MANUEL Y AMALIA;BACA_GC;4;MT2B (Biometrico a bordo);10864;Rajidae;0199;Sin Categoría;10095;Raja undulata;U;ERROR: especie que deberÃ­a ser sexada
201803562;9998;Castletown Bere;IECTB;28-06-18;201956;CACHACHO;RAPANTER_AC;4;MT2B (Biometrico a bordo);10864;Rajidae;9999;Sin Categoría;10095;Raja undulata;U;ERROR: especie que deberÃ­a ser sexada
201803563;0922;Vigo;ESVGO;15-07-18;200663;HERBADI DOS;RAPANTER_AC;4;MT2B (Biometrico a bordo);10864;Rajidae;0999;Sin Categoría;10097;Leucoraja circularis;U;ERROR: especie que deberÃ­a ser sexada
201803719;0116;Sanlúcar de Barrameda;ESSBA;24-04-18;204748;HERMANOS GALLITO;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803709;0116;Sanlúcar de Barrameda;ESSBA;13-03-18;205376;ROCIO Y MANUEL;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803736;0114;Punta Umbría;ESZJY;27-07-18;016806;NUEVO TALITO SEGUNDO;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803755;0116;Sanlúcar de Barrameda;ESSBA;29-11-18;202534;HERMANOS CACERES;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803768;0116;Sanlúcar de Barrameda;ESSBA;28-12-18;208675;HERMANOS BARBA ROTEÑO;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803739;0116;Sanlúcar de Barrameda;ESSBA;17-08-18;201291;JOSE Y AMPARO;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803728;0118;Puerto de Santa María;ESPSM;19-06-18;200720;VIRGINIA Y LILI;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803741;0116;Sanlúcar de Barrameda;ESSBA;22-08-18;201314;NUEVO ELOY;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803727;0116;Sanlúcar de Barrameda;ESSBA;11-06-18;201294;MARICARI Y MUENSTU;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803748;0116;Sanlúcar de Barrameda;ESSBA;13-11-18;201576;JOSE Y FLORENTINO;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803734;0110;Isla Cristina;ESZGA;20-07-18;201512;HERMANOS CARRILLO VICTORIA;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803700;0116;Sanlúcar de Barrameda;ESSBA;24-01-18;201525;MASJID;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803753;0116;Sanlúcar de Barrameda;ESSBA;28-11-18;201525;MASJID;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803757;0114;Punta Umbría;ESZJY;30-11-18;201059;RIERA FERNANDEZ;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803732;0116;Sanlúcar de Barrameda;ESSBA;19-07-18;008069;LEPE;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803751;0110;Isla Cristina;ESZGA;21-11-18;201491;ORTEGA PRIMERO;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803701;0116;Sanlúcar de Barrameda;ESSBA;25-01-18;202534;HERMANOS CACERES;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803710;0110;Isla Cristina;ESZGA;14-03-18;208190;JAIRO Y MIRIAM;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803765;0116;Sanlúcar de Barrameda;ESSBA;18-12-18;201321;NUEVO JUAN MELCHOR;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803723;0116;Sanlúcar de Barrameda;ESSBA;25-05-18;203217;NUEVO RAMONA;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803750;0114;Punta Umbría;ESZJY;19-11-18;204187;NUEVO CALIPTO;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803724;0118;Puerto de Santa María;ESPSM;28-05-18;016306;EL TONINO;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803745;0116;Sanlúcar de Barrameda;ESSBA;06-09-18;202177;HERMANOS BOMBO;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803733;0110;Isla Cristina;ESZGA;20-07-18;016719;NUEVO ESPERANZA MAR;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803766;0116;Sanlúcar de Barrameda;ESSBA;19-12-18;207350;GALAN CASTELLANO;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803754;0116;Sanlúcar de Barrameda;ESSBA;28-11-18;208192;ESTELA Y MIRIAM;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803746;0114;Punta Umbría;ESZJY;13-09-18;017074;NUEVO PACO JOSE;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803731;0116;Sanlúcar de Barrameda;ESSBA;26-06-18;201039;CONCHI Y ANTONIO;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803717;0110;Isla Cristina;ESZGA;06-04-18;201528;ANA Y RAFAEL;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803744;0118;Puerto de Santa María;ESPSM;27-08-18;202573;ABUELO ANTONIO;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803715;0110;Isla Cristina;ESZGA;03-04-18;201511;DE LA MORENA;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803749;0116;Sanlúcar de Barrameda;ESSBA;14-11-18;202444;PUNTA DE MALANDAR;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803763;0110;Isla Cristina;ESZGA;17-12-18;208190;JAIRO Y MIRIAM;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803752;0116;Sanlúcar de Barrameda;ESSBA;22-11-18;201050;LOBO MAR PRIMERO;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803698;0116;Sanlúcar de Barrameda;ESSBA;19-01-18;203217;NUEVO RAMONA;BACA_GC;4;MT2B (Biometrico a bordo);20013;Squilla mantis;0199;Sin Categoría;20013;Squilla mantis;U;ERROR: especie que deberÃ­a ser sexada
201803739;0116;Sanlúcar de Barrameda;ESSBA;17-08-18;201291;JOSE Y AMPARO;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803724;0118;Puerto de Santa María;ESPSM;28-05-18;016306;EL TONINO;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803746;0114;Punta Umbría;ESZJY;13-09-18;017074;NUEVO PACO JOSE;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803751;0110;Isla Cristina;ESZGA;21-11-18;201491;ORTEGA PRIMERO;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803745;0116;Sanlúcar de Barrameda;ESSBA;06-09-18;202177;HERMANOS BOMBO;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803701;0116;Sanlúcar de Barrameda;ESSBA;25-01-18;202534;HERMANOS CACERES;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803750;0114;Punta Umbría;ESZJY;19-11-18;204187;NUEVO CALIPTO;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803741;0116;Sanlúcar de Barrameda;ESSBA;22-08-18;201314;NUEVO ELOY;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803753;0116;Sanlúcar de Barrameda;ESSBA;28-11-18;201525;MASJID;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803723;0116;Sanlúcar de Barrameda;ESSBA;25-05-18;203217;NUEVO RAMONA;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803754;0116;Sanlúcar de Barrameda;ESSBA;28-11-18;208192;ESTELA Y MIRIAM;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803748;0116;Sanlúcar de Barrameda;ESSBA;13-11-18;201576;JOSE Y FLORENTINO;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803752;0116;Sanlúcar de Barrameda;ESSBA;22-11-18;201050;LOBO MAR PRIMERO;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803765;0116;Sanlúcar de Barrameda;ESSBA;18-12-18;201321;NUEVO JUAN MELCHOR;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803763;0110;Isla Cristina;ESZGA;17-12-18;208190;JAIRO Y MIRIAM;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803736;0114;Punta Umbría;ESZJY;27-07-18;016806;NUEVO TALITO SEGUNDO;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803757;0114;Punta Umbría;ESZJY;30-11-18;201059;RIERA FERNANDEZ;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803766;0116;Sanlúcar de Barrameda;ESSBA;19-12-18;207350;GALAN CASTELLANO;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803731;0116;Sanlúcar de Barrameda;ESSBA;26-06-18;201039;CONCHI Y ANTONIO;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803755;0116;Sanlúcar de Barrameda;ESSBA;29-11-18;202534;HERMANOS CACERES;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803756;0109;Ayamonte;ESAYA;29-11-18;202971;GRAN SEBASTIAN;BACA_GC;4;MT2B (Biometrico a bordo);20059;Penaeus kerathurus;0199;Sin Categoría;20059;Penaeus kerathurus;U;ERROR: especie que deberÃ­a ser sexada
201803734;0110;Isla Cristina;ESZGA;20-07-18;201512;HERMANOS CARRILLO VICTORIA;BACA_GC;4;MT2B (Biometrico a bordo);20066;Parapenaeus longirostris;0199;Sin Categoría;20066;Parapenaeus longirostris;U;ERROR: especie que deberÃ­a ser sexada
201803713;0116;Sanlúcar de Barrameda;ESSBA;28-03-18;207975;MARTIN ESTEVEZ;BACA_GC;4;MT2B (Biometrico a bordo);20066;Parapenaeus longirostris;0199;Sin Categoría;20066;Parapenaeus longirostris;U;ERROR: especie que deberÃ­a ser sexada
201803566;9998;Castletown Bere;IECTB;07-09-18;201276;NOVO ALBORADA;RAPANTER_AC;4;MT2B (Biometrico a bordo);20194;Nephrops norvegicus;9999;Sin Categoría;20194;Nephrops norvegicus;U;ERROR: especie que deberÃ­a ser sexada
201803564;9998;Castletown Bere;IECTB;28-07-18;200663;HERBADI DOS;RAPANTER_AC;4;MT2B (Biometrico a bordo);20194;Nephrops norvegicus;9999;Sin Categoría;20194;Nephrops norvegicus;U;ERROR: especie que deberÃ­a ser sexada
201803559;0922;Vigo;ESVGO;25-02-18;203962;CANTABRICO TRES;RAPANTER_AC;4;MT2B (Biometrico a bordo);20194;Nephrops norvegicus;0999;Sin Categoría;20194;Nephrops norvegicus;U;ERROR: especie que deberÃ­a ser sexada
201803690;0912;Muxía;ESMGA;05-09-18;015705;COSTA DA BARCA;BACA_CN;4;MT2B (Biometrico a bordo);20194;Nephrops norvegicus;0999;Sin Categoría;20194;Nephrops norvegicus;U;ERROR: especie que deberÃ­a ser sexada
